"","temp","rain_1h","snow_1h","clouds_all","traffic_volume","time","holiday","moderately_bad_weather","moderately_good_weather","good_weather"
"23202",284.18,0.25,0,90,4888,12,0,1,0,0
"23203",284.79,0,0,90,4983,13,0,1,0,0
"23204",284.79,0,0,90,4983,13,0,1,0,0
"23205",285.43,0,0,90,5220,14,0,1,0,0
"23206",285.43,0,0,90,5220,14,0,1,0,0
"23207",285.79,0,0,90,5772,15,0,1,0,0
"23208",286.19,0,0,90,6620,16,0,1,0,0
"23209",286.3,0,0,90,6312,17,0,0,1,0
"23210",286.19,0,0,90,4673,18,0,0,1,0
"23211",285.55,0,0,90,3313,19,0,0,1,0
"23212",284.91,0,0,90,2662,20,0,0,1,0
"23213",284.27,0,0,90,2336,21,0,1,0,0
"23214",284.02,0,0,90,1633,22,0,1,0,0
"23215",283.65,0,0,90,1022,23,0,0,1,0
"23216",283.41,0,0,90,523,0,0,0,1,0
"23217",283.11,0,0,90,351,1,0,0,1,0
"23218",283.09,0,0,90,263,2,0,1,0,0
"23219",283.04,0,0,90,306,3,0,1,0,0
"23220",282.97,0,0,90,870,4,0,1,0,0
"23221",282.97,0,0,90,870,4,0,1,0,0
"23222",282.78,0,0,90,2867,5,0,1,0,0
"23223",282.65,0,0,90,5898,6,0,1,0,0
"23224",282.43,0,0,90,6929,7,0,1,0,0
"23225",283.22,0,0,90,6087,8,0,1,0,0
"23226",283.22,0,0,90,6087,8,0,1,0,0
"23227",283.22,0,0,90,6087,8,0,1,0,0
"23228",283.22,0,0,90,6087,8,0,0,0,0
"23229",283.6,0,0,90,5127,9,0,1,0,0
"23230",284.19,0,0,90,4786,10,0,1,0,0
"23231",284.59,0,0,90,4918,11,0,0,0,0
"23232",284.71,0.51,0,90,4925,12,0,0,0,0
"23233",284.71,0.51,0,90,4925,12,0,1,0,0
"23234",285.06,0.59,0,90,4966,13,0,0,0,0
"23235",285.06,0.59,0,90,4966,13,0,1,0,0
"23236",285.54,0,0,90,5329,14,0,0,0,0
"23237",285.54,0,0,90,5329,14,0,1,0,0
"23238",285.54,0,0,90,5329,14,0,1,0,0
"23239",285.62,0,0,90,5660,15,0,1,0,0
"23240",285.62,0,0,90,5660,15,0,0,0,0
"23241",285.75,1.02,0,90,6321,16,0,0,0,0
"23242",285.75,1.02,0,90,6321,16,0,1,0,0
"23243",285.75,1.02,0,90,6321,16,0,1,0,0
"23244",285.73,0.85,0,90,5786,17,0,0,0,0
"23245",285.73,0.85,0,90,5786,17,0,1,0,0
"23246",285.73,0.85,0,90,5786,17,0,1,0,0
"23247",285.74,0.51,0,90,4413,18,0,0,0,0
"23248",285.74,0.51,0,90,4413,18,0,1,0,0
"23249",285.74,0.51,0,90,4413,18,0,1,0,0
"23250",285.91,0.7,0,90,3243,19,0,0,0,0
"23251",285.91,0.7,0,90,3243,19,0,1,0,0
"23252",285.91,0.7,0,90,3243,19,0,1,0,0
"23253",285.84,0,0,90,2749,20,0,0,0,0
"23254",285.84,0,0,90,2749,20,0,1,0,0
"23255",285.84,0,0,90,2749,20,0,1,0,0
"23256",285.18,0,0,90,2499,21,0,1,0,0
"23257",285.18,0,0,90,2499,21,0,0,0,0
"23258",285.18,0,0,90,2499,21,0,1,0,0
"23259",284.6,0,0,40,1798,22,0,1,0,0
"23260",284.6,0,0,40,1798,22,0,1,0,0
"23261",284.6,0,0,40,1798,22,0,0,0,0
"23262",284.12,0,0,75,1075,23,0,1,0,0
"23263",284.12,0,0,75,1075,23,0,1,0,0
"23264",284.32,0,0,90,573,0,0,1,0,0
"23265",284.32,0,0,90,573,0,0,1,0,0
"23266",284.44,0,0,90,356,1,0,1,0,0
"23267",284.44,0,0,90,356,1,0,1,0,0
"23268",284.1,0,0,90,278,2,0,1,0,0
"23269",284.1,0,0,90,278,2,0,1,0,0
"23270",283.4,0,0,40,317,3,0,1,0,0
"23271",283.4,0,0,40,317,3,0,1,0,0
"23272",282.7,0,0,1,916,4,0,1,0,0
"23273",281.81,0,0,1,2880,5,0,1,0,0
"23274",281.81,0,0,1,2880,5,0,1,0,0
"23275",281.28,0.25,0,1,6061,6,0,0,0,0
"23276",281.28,0.25,0,1,6061,6,0,1,0,0
"23277",281.96,0,0,40,6722,7,0,1,0,0
"23278",283.34,0,0,20,6268,8,0,0,1,0
"23279",284.77,0,0,20,5260,9,0,0,1,0
"23280",285.94,0,0,40,4721,10,0,0,1,0
"23281",286.56,0,0,90,4928,11,0,0,1,0
"23282",286.52,0,0,90,5172,12,0,0,1,0
"23283",286.16,0,0,90,5068,13,0,0,1,0
"23284",286.12,0.51,0,90,5429,14,0,0,0,0
"23285",285.91,0,0,90,5754,15,0,0,1,0
"23286",285.83,0,0,90,6655,16,0,0,1,0
"23287",285.84,0,0,90,6049,17,0,0,1,0
"23288",285.94,0,0,90,4609,18,0,0,1,0
"23289",285.86,0,0,90,3350,19,0,0,1,0
"23290",285.58,0,0,90,3199,20,0,0,1,0
"23291",285.01,0,0,90,2838,21,0,0,1,0
"23292",284.38,0,0,75,2442,22,0,0,1,0
"23293",284.05,0,0,40,1316,23,0,0,1,0
"23294",283.15,0,0,75,645,0,0,0,1,0
"23295",282.06,0,0,20,417,1,0,0,1,0
"23296",280.93,0,0,20,303,2,0,0,1,0
"23297",279.93,0,0,1,349,3,0,0,0,1
"23298",279.36,0,0,1,844,4,0,0,0,1
"23299",279,0,0,75,2676,5,0,0,1,0
"23300",279.61,0,0,75,5592,6,0,1,0,0
"23301",279.61,0,0,75,5592,6,0,0,0,0
"23302",279.16,0.76,0,90,6102,7,0,0,0,0
"23303",278.07,1.69,0,90,5340,8,0,0,0,0
"23304",278.07,1.69,0,90,5340,8,0,1,0,0
"23305",278.07,1.69,0,90,5340,8,0,1,0,0
"23306",277.99,1.69,0,90,5101,9,0,0,0,0
"23307",277.99,1.69,0,90,5101,9,0,1,0,0
"23308",278.35,0.98,0,90,4736,10,0,0,0,0
"23309",278.35,0.98,0,90,4736,10,0,1,0,0
"23310",278.35,0.98,0,90,4736,10,0,1,0,0
"23311",278.85,0,0,90,5115,11,0,1,0,0
"23312",278.85,0,0,90,5115,11,0,0,0,0
"23313",279.74,0,0,90,5454,12,0,1,0,0
"23314",279.74,0,0,90,5454,12,0,0,0,0
"23315",280.66,0.25,0,90,5368,13,0,0,0,0
"23316",281.04,0,0,90,5563,14,0,0,0,0
"23317",281.04,0,0,90,5830,15,0,0,1,0
"23318",280.89,0,0,90,6350,16,0,0,1,0
"23319",280.18,0,0,90,5419,17,0,0,1,0
"23320",279.56,0,0,90,4788,18,0,0,1,0
"23321",279.04,0,0,90,3865,19,0,0,1,0
"23322",278.37,0,0,90,3309,20,0,0,1,0
"23323",277.96,0,0,90,2983,21,0,0,1,0
"23324",277.63,0,0,75,2615,22,0,0,1,0
"23325",277.4,0,0,75,1873,23,0,0,1,0
"23326",277.26,0,0,90,1257,0,0,0,1,0
"23327",276.97,0,0,90,972,1,0,0,1,0
"23328",276.57,0,0,90,822,2,0,0,1,0
"23329",275.88,0,0,90,411,3,0,0,1,0
"23330",274.98,0,0,20,486,4,0,0,1,0
"23331",274.36,0,0,20,817,5,0,0,1,0
"23332",273.9,0,0,20,1162,6,0,0,1,0
"23333",274.24,0,0,20,1730,7,0,0,1,0
"23334",274.91,0,0,20,2748,8,0,0,1,0
"23335",275.68,0,0,75,3604,9,0,0,1,0
"23336",276.63,0,0,90,3547,10,0,0,1,0
"23337",277.46,0,0,75,4069,11,0,0,1,0
"23338",278.79,0,0,40,4480,12,0,0,1,0
"23339",279.8,0,0,40,4220,13,0,0,1,0
"23340",281.12,0,0,20,4355,14,0,0,1,0
"23341",282.08,0,0,40,4223,15,0,0,1,0
"23342",283.15,0,0,40,4407,16,0,0,1,0
"23343",283.77,0,0,40,4403,17,0,0,1,0
"23344",283.23,0,0,40,4031,18,0,0,1,0
"23345",282.71,0,0,40,3707,19,0,0,1,0
"23346",281.72,0,0,40,3154,20,0,0,1,0
"23347",279.92,0,0,20,3196,21,0,0,1,0
"23348",278.42,0,0,20,3427,22,0,0,1,0
"23349",276.67,0,0,20,2225,23,0,0,1,0
"23350",275.41,0,0,1,1687,0,0,1,0,0
"23351",274,0,0,1,972,1,0,0,0,1
"23352",273.29,0,0,1,822,2,0,0,0,1
"23353",273.21,0,0,1,411,3,0,0,0,1
"23354",273.04,0,0,1,486,4,0,0,0,1
"23355",273.37,0,0,20,698,5,0,0,1,0
"23356",273.55,0,0,20,960,6,0,0,1,0
"23357",274.99,0,0,1,1391,7,0,0,0,1
"23358",278.4,0,0,1,2002,8,0,0,0,1
"23359",281.49,0,0,1,2914,9,0,0,0,1
"23360",283.86,0,0,1,3644,10,0,0,0,1
"23361",285.69,0,0,20,3858,11,0,0,1,0
"23362",287.26,0,0,20,4142,12,0,0,1,0
"23363",288.25,0,0,40,4530,13,0,0,1,0
"23364",289.27,0,0,75,4765,14,0,0,1,0
"23365",289.85,0,0,75,4442,15,0,0,1,0
"23366",290.7,0,0,40,5040,16,0,0,1,0
"23367",290.85,0,0,40,4643,17,0,0,1,0
"23368",290.78,0,0,40,4032,18,0,0,1,0
"23369",290.51,0,0,40,3259,19,0,0,1,0
"23370",289.18,0,0,40,3078,20,0,0,1,0
"23371",287.08,0,0,75,2857,21,0,0,1,0
"23372",286.67,0,0,75,2162,22,0,0,1,0
"23373",286.28,0,0,75,1572,23,0,0,1,0
"23374",286.43,0,0,75,667,0,0,0,1,0
"23375",286.61,0,0,75,394,1,0,0,1,0
"23376",285.39,0,0,90,285,2,0,0,0,0
"23377",284.6,0,0,90,340,3,0,0,1,0
"23378",282.53,0,0,40,854,4,0,0,1,0
"23379",280.8,0,0,40,2855,5,0,0,1,0
"23380",280.24,0,0,40,5922,6,0,0,1,0
"23381",284.03,0,0,20,5853,8,0,0,1,0
"23382",285.77,0,0,20,4907,9,0,0,1,0
"23383",287.33,0,0,20,4389,10,0,0,1,0
"23384",288.76,0,0,20,4564,11,0,0,1,0
"23385",289.42,0,0,20,4837,12,0,0,1,0
"23386",289.58,0,0,20,4703,13,0,0,1,0
"23387",289.72,0,0,20,5165,14,0,0,1,0
"23388",290.73,0,0,40,5598,15,0,0,1,0
"23389",290.28,0,0,40,6144,16,0,0,1,0
"23390",290.19,0,0,40,5648,17,0,0,1,0
"23391",289.81,0,0,75,4297,18,0,0,1,0
"23392",289.34,0,0,40,3077,19,0,0,1,0
"23393",288.45,0,0,20,2764,20,0,0,1,0
"23394",286.12,0,0,20,2846,21,0,0,1,0
"23395",283.87,0,0,20,1806,22,0,0,1,0
"23396",282.64,0,0,20,1035,23,0,0,1,0
"23397",282.91,0,0,20,614,0,0,0,1,0
"23398",282.66,0,0,1,372,1,0,0,0,1
"23399",281.66,0,0,1,258,2,0,0,0,1
"23400",281.58,0,0,20,324,3,0,0,1,0
"23401",280.97,0,0,90,896,4,0,0,1,0
"23402",280.12,0,0,90,2956,5,0,0,1,0
"23403",279.19,0,0,40,6095,6,0,0,1,0
"23404",280.36,0,0,40,6807,7,0,0,1,0
"23405",282.73,0,0,75,6085,8,0,0,1,0
"23406",284.72,0,0,20,5177,9,0,0,1,0
"23407",286.16,0,0,20,4455,10,0,0,1,0
"23408",287,0,0,1,4777,11,0,0,0,1
"23409",288.42,0,0,20,4799,12,0,0,1,0
"23410",289.1,0,0,20,4945,13,0,0,1,0
"23411",289.98,0,0,20,5189,14,0,0,1,0
"23412",290.36,0,0,20,5817,15,0,0,1,0
"23413",290.42,0,0,20,6360,16,0,0,1,0
"23414",290.66,0,0,20,6032,17,0,0,1,0
"23415",290.24,0,0,20,4459,18,0,0,1,0
"23416",289.54,0,0,20,2631,19,0,1,0,0
"23417",288.64,0,0,20,2739,20,0,0,1,0
"23418",285.89,0,0,20,2438,21,0,0,1,0
"23419",282.84,0,0,20,1736,22,0,0,1,0
"23420",281.17,0,0,20,1115,23,0,0,1,0
"23421",280.01,0,0,1,588,0,0,0,0,1
"23422",279.16,0,0,1,333,1,0,0,0,1
"23423",278.29,0,0,1,302,2,0,0,0,1
"23424",277.58,0,0,1,360,3,0,0,0,1
"23425",277.01,0,0,1,905,4,0,0,0,1
"23426",276.82,0,0,1,2982,5,0,0,0,1
"23427",276.27,0,0,1,6045,6,0,0,0,1
"23428",278.16,0,0,1,6669,7,0,1,0,0
"23429",283,0,0,1,5742,8,0,0,0,1
"23430",286.94,0,0,1,5139,9,0,0,0,1
"23431",289.34,0,0,5,4572,10,0,0,0,1
"23432",290.69,0,0,1,4784,11,0,0,0,1
"23433",291.45,0,0,40,4940,12,0,0,1,0
"23434",291.56,0,0,20,4991,13,0,0,1,0
"23435",292.37,0,0,20,5494,14,0,0,1,0
"23436",292.78,0,0,20,5617,15,0,0,1,0
"23437",293.4,0,0,20,6472,16,0,0,1,0
"23438",293.4,0,0,20,6147,17,0,0,1,0
"23439",293.23,0,0,20,4201,18,0,0,1,0
"23440",292.55,0,0,1,2490,19,0,0,0,1
"23441",291.23,0,0,20,2617,20,0,0,1,0
"23442",287.7,0,0,40,2530,21,0,0,1,0
"23443",284.77,0,0,1,1765,22,0,0,0,1
"23444",283.23,0,0,75,1124,23,0,0,1,0
"23445",281.95,0,0,1,643,0,0,0,0,1
"23446",281.47,0,0,1,392,1,0,0,0,1
"23447",281.14,0,0,1,287,2,0,0,0,1
"23448",280.94,0,0,1,351,3,0,0,0,1
"23449",280.69,0,0,1,874,4,0,0,0,1
"23450",280.7,0,0,40,2925,5,0,0,1,0
"23451",280.53,0,0,40,6054,6,0,0,1,0
"23452",282.27,0,0,20,6845,7,0,0,1,0
"23453",285.82,0,0,20,5884,8,0,0,1,0
"23454",288.32,0,0,20,5008,9,0,0,1,0
"23455",291.01,0,0,20,4597,10,0,0,1,0
"23456",293.01,0,0,40,4932,11,0,0,1,0
"23457",294.44,0,0,40,5120,12,0,0,1,0
"23458",294.56,0,0,40,5005,13,0,0,1,0
"23459",295.13,0,0,75,5375,14,0,0,1,0
"23460",295.44,0,0,90,5666,15,0,0,1,0
"23461",295.62,0,0,75,6428,16,0,0,1,0
"23462",295.37,0,0,75,6063,17,0,0,1,0
"23463",295.55,0,0,75,4756,18,0,0,1,0
"23464",294.81,0,0,75,3028,19,0,0,1,0
"23465",293.2,0,0,1,2759,20,0,0,0,1
"23466",291.24,0,0,40,2680,21,0,0,1,0
"23467",289.28,0,0,40,2313,22,0,0,1,0
"23468",287.95,0,0,1,1395,23,0,0,0,1
"23469",287.85,0,0,40,750,0,0,0,1,0
"23470",287,0,0,20,450,1,0,0,1,0
"23471",285.55,0,0,20,330,2,0,0,1,0
"23472",284.78,0,0,20,376,3,0,0,1,0
"23473",283.91,0,0,20,850,4,0,0,1,0
"23474",283.33,0,0,20,2714,5,0,0,1,0
"23475",282.52,0,0,20,5661,6,0,0,1,0
"23476",284.17,0,0,20,6715,7,0,0,1,0
"23477",287.85,0,0,20,5415,8,0,0,1,0
"23478",290.31,0,0,75,5293,9,0,0,1,0
"23479",292.55,0,0,75,4608,10,0,0,1,0
"23480",294.56,0,0,20,5149,11,0,0,1,0
"23481",295.14,0,0,40,5252,12,0,0,1,0
"23482",295.48,0,0,75,5189,13,0,0,1,0
"23483",295.46,0,0,75,5426,14,0,0,1,0
"23484",295.67,0,0,75,5922,15,0,0,1,0
"23485",295.73,0,0,75,6126,16,0,0,1,0
"23486",295.69,0,0,75,5514,17,0,0,1,0
"23487",295.64,0,0,75,4756,18,0,0,1,0
"23488",295.14,0,0,75,3680,19,0,0,1,0
"23489",294.04,0,0,75,3223,20,0,0,1,0
"23490",290.54,0,0,75,3399,21,0,0,1,0
"23491",287.42,0,0,1,3133,22,0,0,0,1
"23492",286.51,0,0,68,2312,23,0,0,1,0
"23493",284.86,0,0,1,1689,0,0,0,0,1
"23494",284.36,0,0,75,1016,1,0,0,1,0
"23495",283.33,0,0,90,1081,2,0,0,1,0
"23496",282.92,0.3,0,75,875,3,0,0,0,0
"23497",281.64,0,0,1,946,4,0,1,0,0
"23498",281.5,0,0,1,1435,5,0,1,0,0
"23499",281.3,0,0,1,1718,6,0,1,0,0
"23500",282.72,0,0,1,2026,7,0,1,0,0
"23501",286.87,0,0,40,2763,8,0,1,0,0
"23502",290.82,0,0,1,3897,9,0,0,0,1
"23503",294.01,0,0,1,4194,10,0,0,0,1
"23504",296.55,0,0,1,4755,11,0,0,0,1
"23505",297.28,0,0,20,5117,12,0,0,1,0
"23506",298.02,0,0,20,4891,13,0,0,1,0
"23507",298.67,0,0,20,4569,14,0,0,1,0
"23508",298.74,0,0,1,4473,15,0,0,0,1
"23509",299.12,0,0,5,4523,16,0,0,0,1
"23510",299.05,0,0,1,4097,17,0,0,0,1
"23511",298.94,0,0,1,3895,18,0,1,0,0
"23512",298.66,0,0,1,3523,19,0,0,0,1
"23513",296.98,0,0,5,3345,20,0,0,0,1
"23514",291.32,0,0,1,3472,21,0,0,0,1
"23515",289.1,0,0,1,3370,22,0,0,0,1
"23516",287.05,0,0,1,2273,23,0,0,0,1
"23517",285.77,0,0,1,1719,0,0,0,0,1
"23518",285.39,0,0,1,1185,1,0,1,0,0
"23519",284.38,0,0,1,966,2,0,1,0,0
"23520",284.75,0,0,1,387,3,0,1,0,0
"23521",284.21,0,0,1,326,4,0,1,0,0
"23522",284.5,0,0,1,458,5,0,1,0,0
"23523",283.78,0,0,1,898,6,0,1,0,0
"23524",285.41,0,0,20,1210,7,0,0,1,0
"23525",289.62,0,0,20,1954,8,0,0,1,0
"23526",293.01,0,0,20,2844,9,0,0,1,0
"23527",295.82,0,0,20,3603,10,0,0,1,0
"23528",297.88,0,0,20,4348,11,0,0,1,0
"23529",299.27,0,0,20,4642,12,0,0,1,0
"23530",300.07,0,0,40,4691,13,0,0,1,0
"23531",301.08,0,0,75,4332,14,0,0,1,0
"23532",301.62,0,0,75,4263,15,0,0,1,0
"23533",301.66,0,0,75,4399,16,0,0,1,0
"23534",301.48,0,0,75,4093,17,0,0,1,0
"23535",300.92,0,0,75,3778,18,0,0,1,0
"23536",300.09,0,0,75,3442,19,0,0,1,0
"23537",298.73,0,0,75,3180,20,0,0,1,0
"23538",296.72,0,0,75,2624,21,0,0,1,0
"23539",295.52,0,0,1,1939,22,0,0,0,1
"23540",295.05,0,0,40,1166,23,0,0,1,0
"23541",294.57,0,0,40,775,0,0,0,1,0
"23542",293.97,0,0,20,457,1,0,0,1,0
"23543",293.49,0,0,20,349,2,0,0,1,0
"23544",293.17,0,0,20,339,3,0,0,1,0
"23545",292.78,0,0,40,896,4,0,0,1,0
"23546",292.53,0,0,75,2906,5,0,0,1,0
"23547",292.85,0,0,75,5918,6,0,0,0,0
"23548",292.95,0,0,75,6414,7,0,0,0,0
"23549",293.63,0,0,90,5791,8,0,0,1,0
"23550",294.72,0,0,90,4675,9,0,0,1,0
"23551",294.54,0,0,90,4326,10,0,0,0,0
"23552",295.25,0,0,90,4627,11,0,0,0,0
"23553",296.87,0.25,0,75,4754,12,0,0,0,0
"23554",298.96,0,0,75,4778,13,0,0,1,0
"23555",300.52,0,0,75,5328,14,0,0,1,0
"23556",299.67,0,0,90,5886,15,0,0,1,0
"23557",298.35,0,0,90,6653,16,0,0,1,0
"23558",296.85,0,0,90,6550,17,0,0,1,0
"23559",296.19,0,0,90,4828,18,0,0,0,0
"23560",296.19,0,0,90,4828,18,0,0,0,0
"23561",295.29,0,0,90,3201,19,0,0,0,0
"23562",295.29,0,0,90,3201,19,0,1,0,0
"23563",293.29,0.51,0,90,2482,20,0,0,0,0
"23564",293.29,0.51,0,90,2482,20,0,0,0,0
"23565",292.37,0.51,0,75,2293,21,0,0,0,0
"23566",292.37,0.51,0,75,2293,21,0,0,0,0
"23567",292.37,0.51,0,75,2293,21,0,1,0,0
"23568",291.35,0,0,40,1651,22,0,0,0,0
"23569",290.86,0,0,40,1186,23,0,0,0,0
"23570",290.59,0.51,0,90,657,0,0,0,0,0
"23571",290.8,0,0,40,432,1,0,0,0,0
"23572",290.77,0,0,90,314,2,0,0,0,0
"23573",291.18,0,0,90,346,3,0,0,1,0
"23574",291.03,0,0,40,877,4,0,0,1,0
"23575",290.99,0,0,40,3058,5,0,1,0,0
"23576",290.99,0,0,40,3058,5,0,0,0,0
"23577",290.58,0,0,75,6167,6,0,1,0,0
"23578",290.58,0,0,75,6167,6,0,0,0,0
"23579",290.84,0,0,40,6409,7,0,1,0,0
"23580",292.43,0,0,40,5301,8,0,1,0,0
"23581",294.56,0,0,75,4652,10,0,1,0,0
"23582",294.88,0,0,75,4652,10,0,1,0,0
"23583",296.5,0,0,75,4621,11,0,0,1,0
"23584",297.59,0,0,75,4885,12,0,0,1,0
"23585",300.28,0,0,40,5398,14,0,0,1,0
"23586",300.18,0,0,40,5398,14,0,0,1,0
"23587",300.52,0,0,40,6062,15,0,0,1,0
"23588",301.03,0,0,40,6670,16,0,0,1,0
"23589",300.06,0,0,1,4611,18,0,1,0,0
"23590",299.88,0,0,75,4611,18,0,1,0,0
"23591",299.04,0,0,75,3456,19,0,1,0,0
"23592",297.97,0,0,1,2933,20,0,0,0,0
"23593",296.29,0.25,0,1,2804,21,0,0,0,0
"23594",296.29,0.25,0,1,2804,21,0,1,0,0
"23595",293.89,0,0,40,1871,22,0,0,1,0
"23596",292.3,0,0,20,1129,23,0,0,1,0
"23597",291.31,0,0,1,718,0,0,0,0,1
"23598",290.84,0,0,40,454,1,0,0,1,0
"23599",290.45,0,0,20,323,2,0,0,1,0
"23600",290.18,0.6,0,40,356,3,0,0,0,0
"23601",289.98,0,0,40,912,4,0,0,1,0
"23602",290.04,0,0,75,2981,5,0,0,1,0
"23603",290.12,0,0,75,6038,6,0,0,1,0
"23604",290.86,0,0,90,6658,7,0,0,1,0
"23605",292.62,0,0,90,5879,8,0,0,1,0
"23606",292.8,3.3,0,90,4506,10,0,0,0,0
"23607",292.8,3.3,0,90,4506,10,0,0,0,0
"23608",292.8,3.3,0,90,4506,10,0,1,0,0
"23609",293.58,2.54,0,90,4506,10,0,0,0,0
"23610",292.18,0.51,0,75,4885,11,0,0,0,0
"23611",292.18,0.51,0,75,4885,11,0,0,0,0
"23612",292.56,0,0,75,4918,12,0,0,0,0
"23613",293.98,0,0,75,5295,14,0,0,0,0
"23614",293.98,0,0,75,5295,14,0,0,0,0
"23615",294.42,0,0,90,5295,14,0,0,0,0
"23616",294.42,0,0,90,5295,14,0,1,0,0
"23617",294.95,0.6,0,90,5537,15,0,0,0,0
"23618",295.79,0,0,90,6446,16,0,0,0,0
"23619",296.46,0,0,75,4603,18,0,0,1,0
"23620",296.5,0,0,75,4603,18,0,0,1,0
"23621",296.37,0,0,20,3465,19,0,0,1,0
"23622",295.45,0,0,20,3140,20,0,0,1,0
"23623",293.62,0,0,20,2945,21,0,0,1,0
"23624",292.99,0,0,40,2000,22,0,0,0,0
"23625",291.69,0,0,1,1696,23,0,1,0,0
"23626",291.15,0,0,20,654,0,0,1,0,0
"23627",291.03,0,0,40,440,1,0,1,0,0
"23628",290.97,1.52,0,90,301,2,0,0,0,0
"23629",290.97,1.52,0,90,301,2,0,0,0,0
"23630",290.97,1.52,0,90,301,2,0,1,0,0
"23631",290.79,10.92,0,90,356,3,0,0,0,0
"23632",290.79,10.92,0,90,356,3,0,0,0,0
"23633",290.79,10.92,0,90,356,3,0,1,0,0
"23634",290.14,1.78,0,90,1050,4,0,0,0,0
"23635",290.14,1.78,0,90,1050,4,0,0,0,0
"23636",290.14,1.78,0,90,1050,4,0,1,0,0
"23637",289.64,0,0,90,3029,5,0,0,0,0
"23638",289.64,0,0,90,3029,5,0,1,0,0
"23639",289.28,0,0,90,6075,6,0,1,0,0
"23640",289.28,0,0,90,6075,6,0,0,0,0
"23641",289.52,0,0,90,6983,7,0,0,1,0
"23642",290.15,0,0,75,6176,8,0,0,1,0
"23643",293.71,0,0,20,4694,10,0,0,1,0
"23644",294.01,0,0,20,4694,10,0,0,1,0
"23645",295.48,0,0,1,4919,11,0,0,0,1
"23646",297.06,0,0,1,5211,12,0,0,0,1
"23647",298.66,0,0,20,5311,14,0,0,1,0
"23648",298.75,0,0,20,5311,14,0,0,1,0
"23649",299.47,0,0,40,5726,15,0,0,1,0
"23650",299.45,0,0,40,6352,16,0,0,1,0
"23651",299.25,0,0,1,4729,18,0,0,0,1
"23652",299.02,0,0,75,4729,18,0,0,1,0
"23653",298.04,0,0,90,3724,19,0,0,1,0
"23654",296.56,0,0,90,3399,20,0,0,1,0
"23655",294.27,0,0,1,3190,21,0,0,0,1
"23656",293.08,0,0,1,2621,22,0,0,0,1
"23657",292.21,0,0,90,1363,23,0,0,1,0
"23658",290.93,0,0,1,786,0,0,0,0,1
"23659",290.36,0,0,1,487,1,0,0,0,1
"23660",290.42,0,0,90,327,2,0,0,1,0
"23661",290.93,0.3,0,90,382,3,0,0,0,0
"23662",291.31,0.51,0,90,826,4,0,0,0,0
"23663",291.37,0,0,90,2651,5,0,0,0,0
"23664",291.44,0,0,90,5332,6,0,0,0,0
"23665",291.63,0,0,75,6092,7,0,0,0,0
"23666",291.68,0,0,90,5165,8,0,0,0,0
"23667",291.62,1.02,0,90,4507,10,0,0,0,0
"23668",291.62,1.02,0,90,4507,10,0,1,0,0
"23669",291.5,1.4,0,90,4507,10,0,0,0,0
"23670",291.5,1.4,0,90,4507,10,0,1,0,0
"23671",290.73,2.16,0,90,4856,11,0,0,0,0
"23672",290.73,2.16,0,90,4856,11,0,1,0,0
"23673",290.82,0.76,0,90,5181,12,0,0,0,0
"23674",290.82,0.76,0,90,5181,12,0,1,0,0
"23675",290.82,0.76,0,90,5181,12,0,1,0,0
"23676",290.87,0.89,0,90,5095,14,0,0,0,0
"23677",290.87,0.89,0,90,5095,14,0,1,0,0
"23678",290.9,0.89,0,90,5095,14,0,0,0,0
"23679",290.9,0.89,0,90,5095,14,0,1,0,0
"23680",290.82,0.64,0,90,5406,15,0,0,0,0
"23681",290.82,0.64,0,90,5406,15,0,1,0,0
"23682",290.82,0.64,0,90,5406,15,0,1,0,0
"23683",290.92,0,0,90,5597,16,0,1,0,0
"23684",290.92,0,0,90,5597,16,0,0,0,0
"23685",290.92,0,0,90,5597,16,0,1,0,0
"23686",291.24,0,0,90,4252,18,0,0,0,0
"23687",291.24,0,0,90,4252,18,0,1,0,0
"23688",291.24,0,0,90,4252,18,0,1,0,0
"23689",291.38,0,0,90,4252,18,0,1,0,0
"23690",291.38,0,0,90,4252,18,0,0,0,0
"23691",291.45,0.25,0,75,3481,19,0,0,0,0
"23692",291.04,0,0,40,2777,20,0,0,1,0
"23693",290.26,0,0,75,2901,21,0,0,1,0
"23694",289.96,0,0,75,2686,22,0,1,0,0
"23695",289.65,0,0,90,1875,23,0,1,0,0
"23696",289.46,0,0,90,1452,0,0,1,0,0
"23697",289.27,0,0,90,970,1,0,1,0,0
"23698",289.27,0,0,90,970,1,0,0,0,0
"23699",289.19,0,0,40,910,2,0,1,0,0
"23700",289.19,0,0,40,910,2,0,0,0,0
"23701",288.85,0,0,40,644,3,0,1,0,0
"23702",288.85,0,0,40,644,3,0,1,0,0
"23703",288.69,0,0,90,692,4,0,1,0,0
"23704",288.65,0,0,90,1106,5,0,1,0,0
"23705",288.65,0,0,90,1106,5,0,1,0,0
"23706",288.65,0,0,90,1106,5,0,0,0,0
"23707",288.56,0,0,90,1498,6,0,1,0,0
"23708",288.56,0,0,90,1498,6,0,1,0,0
"23709",288.56,0,0,90,1498,6,0,0,0,0
"23710",288.62,0,0,90,1994,7,0,1,0,0
"23711",288.62,0,0,90,1994,7,0,1,0,0
"23712",288.95,0,0,90,1941,8,0,1,0,0
"23713",289.22,0,0,90,3587,10,0,1,0,0
"23714",289.3,0,0,90,3587,10,0,1,0,0
"23715",289.97,0,0,90,4048,11,0,0,1,0
