"","holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","traffic_volume","time","holiday_Yes","weather_main_Clouds","weather_main_Drizzle","weather_main_Fog","weather_main_Haze","weather_main_Mist","weather_main_Rain","weather_main_Smoke","weather_main_Snow","weather_main_Squall","weather_main_Thunderstorm"
"31492","No",275.95,0,0,1,"Clear",1011,6,0,0,0,0,0,0,0,0,0,0,0
"31493","No",276.21,0,0,1,"Clear",1368,7,0,0,0,0,0,0,0,0,0,0,0
"31494","No",277.65,0,0,40,"Clouds",2100,8,0,1,0,0,0,0,0,0,0,0,0
"31495","No",278.54,0,0,75,"Clouds",2847,9,0,1,0,0,0,0,0,0,0,0,0
"31496","No",280.02,0,0,90,"Clouds",3654,10,0,1,0,0,0,0,0,0,0,0,0
"31497","No",281.9,0,0,75,"Clouds",4127,11,0,1,0,0,0,0,0,0,0,0,0
"31498","No",284.08,0,0,75,"Clouds",4745,12,0,1,0,0,0,0,0,0,0,0,0
"31499","No",286.14,0,0,1,"Clear",4566,13,0,0,0,0,0,0,0,0,0,0,0
"31500","No",286.64,0,0,75,"Clouds",4557,14,0,1,0,0,0,0,0,0,0,0,0
"31501","No",286.46,0,0,90,"Clouds",4632,15,0,1,0,0,0,0,0,0,0,0,0
"31502","No",286.21,0,0,90,"Clouds",4684,16,0,1,0,0,0,0,0,0,0,0,0
"31503","No",285.48,0,0,90,"Clouds",4180,17,0,1,0,0,0,0,0,0,0,0,0
"31504","No",283.77,0,0,90,"Clouds",3749,18,0,1,0,0,0,0,0,0,0,0,0
"31505","No",283.41,0,0,75,"Clouds",4253,19,0,1,0,0,0,0,0,0,0,0,0
"31506","No",283.35,0,0,90,"Clouds",3643,20,0,1,0,0,0,0,0,0,0,0,0
"31507","No",283.15,0,0,90,"Clouds",2198,21,0,1,0,0,0,0,0,0,0,0,0
"31508","No",282.95,0,0,75,"Clouds",1581,22,0,1,0,0,0,0,0,0,0,0,0
"31509","No",283.08,0,0,75,"Clouds",1001,23,0,1,0,0,0,0,0,0,0,0,0
"31510","No",282.75,0,0,40,"Clouds",585,0,0,1,0,0,0,0,0,0,0,0,0
"31511","No",282.75,0,0,90,"Clouds",387,1,0,1,0,0,0,0,0,0,0,0,0
"31512","No",282.95,0,0,40,"Clouds",304,2,0,1,0,0,0,0,0,0,0,0,0
"31513","No",283.22,0,0,90,"Clouds",363,3,0,1,0,0,0,0,0,0,0,0,0
"31514","No",283.55,0,0,75,"Drizzle",865,4,0,0,1,0,0,0,0,0,0,0,0
"31515","No",283.68,0,0,90,"Rain",2744,5,0,0,0,0,0,0,1,0,0,0,0
"31516","No",283.62,0,0,75,"Drizzle",5673,6,0,0,1,0,0,0,0,0,0,0,0
"31517","No",283.62,0,0,75,"Rain",5673,6,0,0,0,0,0,0,1,0,0,0,0
"31518","No",283.75,0,0,90,"Drizzle",6531,7,0,0,1,0,0,0,0,0,0,0,0
"31519","No",283.75,0,0,90,"Mist",6531,7,0,0,0,0,0,1,0,0,0,0,0
"31520","No",283.93,0,0,90,"Mist",5931,8,0,0,0,0,0,1,0,0,0,0,0
"31521","No",284.08,0,0,90,"Drizzle",4802,9,0,0,1,0,0,0,0,0,0,0,0
"31522","No",284.08,0,0,90,"Mist",4802,9,0,0,0,0,0,1,0,0,0,0,0
"31523","No",284.08,0,0,90,"Rain",4802,9,0,0,0,0,0,0,1,0,0,0,0
"31524","No",284.35,0,0,90,"Mist",4296,10,0,0,0,0,0,1,0,0,0,0,0
"31525","No",284.35,0,0,90,"Drizzle",4296,10,0,0,1,0,0,0,0,0,0,0,0
"31526","No",284.35,0,0,90,"Rain",4296,10,0,0,0,0,0,0,1,0,0,0,0
"31527","No",284.55,0,0,90,"Drizzle",4490,11,0,0,1,0,0,0,0,0,0,0,0
"31528","No",284.77,0,0,90,"Drizzle",4758,12,0,0,1,0,0,0,0,0,0,0,0
"31529","No",285.4,0,0,90,"Clouds",4711,13,0,1,0,0,0,0,0,0,0,0,0
"31530","No",286.55,0,0,90,"Clouds",5014,14,0,1,0,0,0,0,0,0,0,0,0
"31531","No",288.27,0,0,40,"Clouds",5727,15,0,1,0,0,0,0,0,0,0,0,0
"31532","No",289.75,0,0,40,"Clouds",6645,16,0,1,0,0,0,0,0,0,0,0,0
"31533","No",289.78,0,0,40,"Thunderstorm",6199,17,0,0,0,0,0,0,0,0,0,0,1
"31534","No",289.1,0,0,90,"Thunderstorm",4261,18,0,0,0,0,0,0,0,0,0,0,1
"31535","No",287.49,0,0,90,"Thunderstorm",2910,19,0,0,0,0,0,0,0,0,0,0,1
"31536","No",287.49,0,0,90,"Rain",2910,19,0,0,0,0,0,0,1,0,0,0,0
"31537","No",285.6,0,0,75,"Rain",2402,20,0,0,0,0,0,0,1,0,0,0,0
"31538","No",284.29,0,0,1,"Clear",2038,21,0,0,0,0,0,0,0,0,0,0,0
"31539","No",281.78,0,0,1,"Rain",1514,22,0,0,0,0,0,0,1,0,0,0,0
"31540","No",279.46,0,0,75,"Rain",977,23,0,0,0,0,0,0,1,0,0,0,0
"31541","No",279.46,0,0,75,"Thunderstorm",977,23,0,0,0,0,0,0,0,0,0,0,1
"31542","No",277.78,0,0,90,"Clouds",517,0,0,1,0,0,0,0,0,0,0,0,0
"31543","No",276.15,0,0,90,"Clouds",327,1,0,1,0,0,0,0,0,0,0,0,0
"31544","No",274.65,0,0,90,"Snow",237,2,0,0,0,0,0,0,0,0,1,0,0
"31545","No",273.15,0,0,90,"Snow",325,3,0,0,0,0,0,0,0,0,1,0,0
"31546","No",271.53,0,0,90,"Snow",785,4,0,0,0,0,0,0,0,0,1,0,0
"31547","No",271.08,0,0,90,"Snow",2746,5,0,0,0,0,0,0,0,0,1,0,0
"31548","No",271.62,0,0,90,"Snow",5966,6,0,0,0,0,0,0,0,0,1,0,0
"31549","No",271.65,0,0,75,"Clouds",6461,7,0,1,0,0,0,0,0,0,0,0,0
"31550","No",271.82,0,0,1,"Clear",6441,8,0,0,0,0,0,0,0,0,0,0,0
"31551","No",273.22,0,0,5,"Clear",5109,9,0,0,0,0,0,0,0,0,0,0,0
"31552","No",274.48,0,0,1,"Clear",4544,10,0,0,0,0,0,0,0,0,0,0,0
"31553","No",276.35,0,0,5,"Clear",4655,11,0,0,0,0,0,0,0,0,0,0,0
"31554","No",279.41,0,0,1,"Clear",4961,12,0,0,0,0,0,0,0,0,0,0,0
"31555","No",280.08,0,0,75,"Clouds",4801,13,0,1,0,0,0,0,0,0,0,0,0
"31556","No",280.62,0,0,90,"Clouds",5215,14,0,1,0,0,0,0,0,0,0,0,0
"31557","No",280.89,0,0,40,"Clouds",5709,15,0,1,0,0,0,0,0,0,0,0,0
"31558","No",280.68,0,0,1,"Rain",6722,16,0,0,0,0,0,0,1,0,0,0,0
"31559","No",280.82,0,0,75,"Rain",6017,17,0,0,0,0,0,0,1,0,0,0,0
"31560","No",280.29,0,0,1,"Clear",4775,18,0,0,0,0,0,0,0,0,0,0,0
"31561","No",278.96,0,0,40,"Clouds",3425,19,0,1,0,0,0,0,0,0,0,0,0
"31562","No",278.09,0,0,40,"Clouds",2815,20,0,1,0,0,0,0,0,0,0,0,0
"31563","No",277.29,0,0,1,"Clear",3727,21,0,0,0,0,0,0,0,0,0,0,0
"31564","No",276.22,0,0,1,"Clear",2816,22,0,0,0,0,0,0,0,0,0,0,0
"31565","No",275.62,0,0,75,"Clouds",1115,23,0,1,0,0,0,0,0,0,0,0,0
"31566","No",274.76,0,0,90,"Snow",607,0,0,0,0,0,0,0,0,0,1,0,0
"31567","No",273.69,0,0,90,"Snow",388,1,0,0,0,0,0,0,0,0,1,0,0
"31568","No",272.41,0,0,90,"Snow",303,2,0,0,0,0,0,0,0,0,1,0,0
"31569","No",271.56,0,0,90,"Snow",313,3,0,0,0,0,0,0,0,0,1,0,0
"31570","No",270.69,0,0,90,"Snow",818,4,0,0,0,0,0,0,0,0,1,0,0
"31571","No",270.22,0,0,40,"Snow",2692,5,0,0,0,0,0,0,0,0,1,0,0
"31572","No",269.95,0,0,40,"Snow",5898,6,0,0,0,0,0,0,0,0,1,0,0
"31573","No",269.16,0,0,40,"Snow",6832,7,0,0,0,0,0,0,0,0,1,0,0
"31574","No",268.31,0,0,40,"Snow",6134,8,0,0,0,0,0,0,0,0,1,0,0
"31575","No",268.23,0,0,40,"Snow",5194,9,0,0,0,0,0,0,0,0,1,0,0
"31576","No",268.35,0,0,75,"Snow",4454,10,0,0,0,0,0,0,0,0,1,0,0
"31577","No",269.73,0,0,20,"Clouds",4749,11,0,1,0,0,0,0,0,0,0,0,0
"31578","No",270.31,0,0,40,"Clouds",5070,12,0,1,0,0,0,0,0,0,0,0,0
"31579","No",272.22,0,0,1,"Clear",5313,13,0,0,0,0,0,0,0,0,0,0,0
"31580","No",273.02,0,0,1,"Clear",5642,14,0,0,0,0,0,0,0,0,0,0,0
"31581","No",273.15,0,0,1,"Clear",5956,15,0,0,0,0,0,0,0,0,0,0,0
"31582","No",273.09,0,0,40,"Clouds",7107,16,0,1,0,0,0,0,0,0,0,0,0
"31583","No",273.09,0,0,20,"Clouds",6837,17,0,1,0,0,0,0,0,0,0,0,0
"31584","No",272.29,0,0,5,"Clear",4829,18,0,0,0,0,0,0,0,0,0,0,0
"31585","No",271.15,0,0,5,"Clear",3529,19,0,0,0,0,0,0,0,0,0,0,0
"31586","No",271.07,0,0,20,"Clouds",3053,20,0,1,0,0,0,0,0,0,0,0,0
"31587","No",270.99,0,0,75,"Clouds",2544,21,0,1,0,0,0,0,0,0,0,0,0
"31588","No",270.88,0,0,40,"Clouds",1849,22,0,1,0,0,0,0,0,0,0,0,0
"31589","No",270.95,0,0,75,"Clouds",1455,23,0,1,0,0,0,0,0,0,0,0,0
"31590","No",271,0,0,90,"Clouds",569,0,0,1,0,0,0,0,0,0,0,0,0
"31591","No",270.66,0,0,90,"Clouds",364,1,0,1,0,0,0,0,0,0,0,0,0
"31592","No",270.34,0,0,40,"Clouds",271,2,0,1,0,0,0,0,0,0,0,0,0
"31593","No",270,0,0,1,"Clear",322,3,0,0,0,0,0,0,0,0,0,0,0
"31594","No",269.35,0,0,1,"Clear",830,4,0,0,0,0,0,0,0,0,0,0,0
"31595","No",269.19,0,0,1,"Clear",3166,5,0,0,0,0,0,0,0,0,0,0,0
"31596","No",268.46,0,0,90,"Clouds",6236,6,0,1,0,0,0,0,0,0,0,0,0
"31597","No",268,0,0,90,"Clouds",6928,7,0,1,0,0,0,0,0,0,0,0,0
"31598","No",268.14,0,0,90,"Clouds",6327,8,0,1,0,0,0,0,0,0,0,0,0
"31599","No",268.71,0,0,90,"Clouds",5226,9,0,1,0,0,0,0,0,0,0,0,0
"31600","No",269.15,0,0,1,"Clear",4594,10,0,0,0,0,0,0,0,0,0,0,0
"31601","No",270.08,0,0,1,"Clear",5068,11,0,0,0,0,0,0,0,0,0,0,0
"31602","No",271.02,0,0,40,"Clouds",5254,12,0,1,0,0,0,0,0,0,0,0,0
"31603","No",270.82,0,0,1,"Clear",5278,13,0,0,0,0,0,0,0,0,0,0,0
"31604","No",271.01,0,0,90,"Clouds",5599,14,0,1,0,0,0,0,0,0,0,0,0
"31605","No",270.78,0,0,90,"Clouds",5929,15,0,1,0,0,0,0,0,0,0,0,0
"31606","No",270.75,0,0,90,"Clouds",7280,16,0,1,0,0,0,0,0,0,0,0,0
"31607","No",270.62,0,0,90,"Clouds",6453,17,0,1,0,0,0,0,0,0,0,0,0
"31608","No",270.23,0,0,40,"Clouds",4672,18,0,1,0,0,0,0,0,0,0,0,0
"31609","No",269.16,0,0,40,"Clouds",3494,19,0,1,0,0,0,0,0,0,0,0,0
"31610","No",268.22,0,0,1,"Clear",3628,20,0,0,0,0,0,0,0,0,0,0,0
"31611","No",267.56,0,0,5,"Clear",3124,21,0,0,0,0,0,0,0,0,0,0,0
"31612","No",266.82,0,0,1,"Clear",2820,22,0,0,0,0,0,0,0,0,0,0,0
"31613","No",266.03,0,0,1,"Clear",2218,23,0,0,0,0,0,0,0,0,0,0,0
"31614","No",264.22,0,0,1,"Clear",717,0,0,0,0,0,0,0,0,0,0,0,0
"31615","No",263.53,0,0,1,"Clear",422,1,0,0,0,0,0,0,0,0,0,0,0
"31616","No",262.22,0,0,1,"Clear",356,2,0,0,0,0,0,0,0,0,0,0,0
"31617","No",260.22,0,0,1,"Clear",345,3,0,0,0,0,0,0,0,0,0,0,0
"31618","No",260.02,0,0,1,"Clear",832,4,0,0,0,0,0,0,0,0,0,0,0
"31619","No",258.76,0,0,1,"Clear",2505,5,0,0,0,0,0,0,0,0,0,0,0
"31620","No",257.88,0,0,1,"Clear",5503,6,0,0,0,0,0,0,0,0,0,0,0
"31621","No",257.51,0,0,1,"Clear",6536,7,0,0,0,0,0,0,0,0,0,0,0
"31622","No",258.22,0,0,1,"Clear",5831,8,0,0,0,0,0,0,0,0,0,0,0
"31623","No",259.35,0,0,1,"Clear",5267,9,0,0,0,0,0,0,0,0,0,0,0
"31624","No",260.08,0,0,1,"Clear",4785,10,0,0,0,0,0,0,0,0,0,0,0
"31625","No",260.68,0,0,1,"Clear",5292,11,0,0,0,0,0,0,0,0,0,0,0
"31626","No",262.65,0,0,1,"Clear",5614,12,0,0,0,0,0,0,0,0,0,0,0
"31627","No",263.59,0,0,1,"Clear",5763,13,0,0,0,0,0,0,0,0,0,0,0
"31628","No",264.55,0,0,1,"Clear",5881,14,0,0,0,0,0,0,0,0,0,0,0
"31629","No",264.65,0,0,1,"Clear",6103,15,0,0,0,0,0,0,0,0,0,0,0
"31630","No",265.02,0,0,1,"Clear",6986,16,0,0,0,0,0,0,0,0,0,0,0
"31631","No",264.72,0,0,1,"Clear",6514,17,0,0,0,0,0,0,0,0,0,0,0
"31632","No",264.22,0,0,75,"Clouds",5445,18,0,1,0,0,0,0,0,0,0,0,0
"31633","No",263.9,0,0,40,"Clouds",3799,19,0,1,0,0,0,0,0,0,0,0,0
"31634","No",263.28,0,0,5,"Clear",3195,20,0,0,0,0,0,0,0,0,0,0,0
"31635","No",263.22,0,0,1,"Clear",2929,21,0,0,0,0,0,0,0,0,0,0,0
"31636","No",262.75,0,0,1,"Clear",2680,22,0,0,0,0,0,0,0,0,0,0,0
"31637","No",262.35,0,0,1,"Clear",3025,23,0,0,0,0,0,0,0,0,0,0,0
"31638","No",261.35,0,0,1,"Clear",1459,0,0,0,0,0,0,0,0,0,0,0,0
"31639","No",261.22,0,0,1,"Clear",1107,1,0,0,0,0,0,0,0,0,0,0,0
"31640","No",261.28,0,0,1,"Clear",571,2,0,0,0,0,0,0,0,0,0,0,0
"31641","No",260.55,0,0,1,"Clear",436,3,0,0,0,0,0,0,0,0,0,0,0
"31642","No",260.49,0,0,1,"Clear",430,4,0,0,0,0,0,0,0,0,0,0,0
"31643","No",260.01,0,0,1,"Clear",612,5,0,0,0,0,0,0,0,0,0,0,0
"31644","No",260.01,0,0,75,"Clouds",1143,6,0,1,0,0,0,0,0,0,0,0,0
"31645","No",259.82,0,0,90,"Clouds",1547,7,0,1,0,0,0,0,0,0,0,0,0
"31646","No",260.08,0,0,90,"Clouds",3346,8,0,1,0,0,0,0,0,0,0,0,0
"31647","No",260.88,0,0,40,"Clouds",4256,9,0,1,0,0,0,0,0,0,0,0,0
"31648","No",262.01,0,0,75,"Clouds",4763,10,0,1,0,0,0,0,0,0,0,0,0
"31649","No",263.35,0,0,90,"Clouds",5192,11,0,1,0,0,0,0,0,0,0,0,0
"31650","No",264.53,0,0,75,"Clouds",5096,12,0,1,0,0,0,0,0,0,0,0,0
"31651","No",265.55,0,0,40,"Clouds",4960,13,0,1,0,0,0,0,0,0,0,0,0
"31652","No",266.35,0,0,75,"Clouds",5225,14,0,1,0,0,0,0,0,0,0,0,0
"31653","No",267.03,0,0,90,"Clouds",5611,15,0,1,0,0,0,0,0,0,0,0,0
"31654","No",266.88,0,0,40,"Clouds",5436,16,0,1,0,0,0,0,0,0,0,0,0
"31655","No",267.09,0,0,40,"Clouds",5031,17,0,1,0,0,0,0,0,0,0,0,0
"31656","No",266.21,0,0,90,"Clouds",4843,18,0,1,0,0,0,0,0,0,0,0,0
"31657","No",265.68,0,0,90,"Clouds",4043,19,0,1,0,0,0,0,0,0,0,0,0
"31658","No",265.48,0,0,90,"Clouds",3443,20,0,1,0,0,0,0,0,0,0,0,0
"31659","No",263.9,0,0,1,"Clear",4083,21,0,0,0,0,0,0,0,0,0,0,0
"31660","No",263.78,0,0,1,"Clear",3774,22,0,0,0,0,0,0,0,0,0,0,0
"31661","No",263.03,0,0,1,"Clear",2645,23,0,0,0,0,0,0,0,0,0,0,0
"31662","No",262.34,0,0,1,"Clear",1825,0,0,0,0,0,0,0,0,0,0,0,0
"31663","No",262.09,0,0,1,"Clear",1107,1,0,0,0,0,0,0,0,0,0,0,0
"31664","No",261.27,0,0,1,"Clear",436,3,0,0,0,0,0,0,0,0,0,0,0
"31665","No",261.28,0,0,1,"Clear",430,4,0,0,0,0,0,0,0,0,0,0,0
"31666","No",261.4,0,0,1,"Clear",487,5,0,0,0,0,0,0,0,0,0,0,0
"31667","No",261.77,0,0,40,"Clouds",777,6,0,1,0,0,0,0,0,0,0,0,0
"31668","No",261.71,0,0,1,"Clear",998,7,0,0,0,0,0,0,0,0,0,0,0
"31669","No",262.15,0,0,40,"Clouds",1758,8,0,1,0,0,0,0,0,0,0,0,0
"31670","No",263.65,0,0,1,"Clear",2613,9,0,0,0,0,0,0,0,0,0,0,0
"31671","No",265,0,0,40,"Clouds",3406,10,0,1,0,0,0,0,0,0,0,0,0
"31672","No",266.08,0,0,90,"Clouds",3935,11,0,1,0,0,0,0,0,0,0,0,0
"31673","No",267.08,0,0,90,"Clouds",4465,12,0,1,0,0,0,0,0,0,0,0,0
"31674","No",267.15,0,0,90,"Snow",4610,13,0,0,0,0,0,0,0,0,1,0,0
"31675","No",267.22,0,0,90,"Snow",5027,14,0,0,0,0,0,0,0,0,1,0,0
"31676","No",266.65,0,0,90,"Snow",4431,15,0,0,0,0,0,0,0,0,1,0,0
"31677","No",266.65,0,0,90,"Haze",4431,15,0,0,0,0,1,0,0,0,0,0,0
"31678","No",266.4,0,0,90,"Snow",3302,16,0,0,0,0,0,0,0,0,1,0,0
"31679","No",266.4,0,0,90,"Fog",3302,16,0,0,0,1,0,0,0,0,0,0,0
"31680","No",266.28,0,0,90,"Snow",2706,17,0,0,0,0,0,0,0,0,1,0,0
"31681","No",266.28,0,0,90,"Fog",2706,17,0,0,0,1,0,0,0,0,0,0,0
"31682","No",266.09,0,0,90,"Snow",2823,18,0,0,0,0,0,0,0,0,1,0,0
"31683","No",266.09,0,0,90,"Mist",2823,18,0,0,0,0,0,1,0,0,0,0,0
"31684","No",265.75,0,0,90,"Snow",2335,19,0,0,0,0,0,0,0,0,1,0,0
"31685","No",265.75,0,0,90,"Mist",2335,19,0,0,0,0,0,1,0,0,0,0,0
"31686","No",265.75,0,0,90,"Snow",1817,20,0,0,0,0,0,0,0,0,1,0,0
"31687","No",265.75,0,0,90,"Mist",1817,20,0,0,0,0,0,1,0,0,0,0,0
"31688","No",265.68,0,0,90,"Snow",1738,21,0,0,0,0,0,0,0,0,1,0,0
"31689","No",265.68,0,0,90,"Mist",1738,21,0,0,0,0,0,1,0,0,0,0,0
"31690","No",265.62,0,0,90,"Snow",1935,22,0,0,0,0,0,0,0,0,1,0,0
"31691","No",265.62,0,0,90,"Mist",1935,22,0,0,0,0,0,1,0,0,0,0,0
"31692","No",265.28,0,0,90,"Snow",2334,23,0,0,0,0,0,0,0,0,1,0,0
"31693","No",265.28,0,0,90,"Mist",2334,23,0,0,0,0,0,1,0,0,0,0,0
"31694","No",265.4,0,0,90,"Snow",658,0,0,0,0,0,0,0,0,0,1,0,0
"31695","No",265.4,0,0,90,"Mist",658,0,0,0,0,0,0,1,0,0,0,0,0
"31696","No",265.34,0,0,90,"Snow",385,1,0,0,0,0,0,0,0,0,1,0,0
"31697","No",265.42,0,0,90,"Snow",282,2,0,0,0,0,0,0,0,0,1,0,0
"31698","No",265.42,0,0,90,"Mist",282,2,0,0,0,0,0,1,0,0,0,0,0
"31699","No",265.22,0,0,90,"Snow",349,3,0,0,0,0,0,0,0,0,1,0,0
"31700","No",265.22,0,0,90,"Mist",349,3,0,0,0,0,0,1,0,0,0,0,0
"31701","No",264.65,0,0,90,"Snow",800,4,0,0,0,0,0,0,0,0,1,0,0
"31702","No",264.65,0,0,90,"Mist",800,4,0,0,0,0,0,1,0,0,0,0,0
"31703","No",264.65,0,0,90,"Haze",800,4,0,0,0,0,1,0,0,0,0,0,0
"31704","No",264.72,0,0,90,"Snow",2552,5,0,0,0,0,0,0,0,0,1,0,0
"31705","No",263.9,0,0,1,"Snow",4930,6,0,0,0,0,0,0,0,0,1,0,0
"31706","No",263.9,0,0,1,"Haze",4930,6,0,0,0,0,1,0,0,0,0,0,0
"31707","No",263.28,0,0,1,"Snow",5439,7,0,0,0,0,0,0,0,0,1,0,0
"31708","No",262.68,0,0,1,"Clear",4699,8,0,0,0,0,0,0,0,0,0,0,0
"31709","No",265.35,0,0,1,"Snow",3911,10,0,0,0,0,0,0,0,0,1,0,0
"31710","No",266.15,0,0,75,"Clouds",3967,11,0,1,0,0,0,0,0,0,0,0,0
"31711","No",267.42,0,0,1,"Clear",4115,12,0,0,0,0,0,0,0,0,0,0,0
"31712","No",268.65,0,0,1,"Clear",4470,13,0,0,0,0,0,0,0,0,0,0,0
"31713","No",269.15,0,0,40,"Clouds",4775,14,0,1,0,0,0,0,0,0,0,0,0
"31714","No",269.27,0,0,40,"Clouds",5357,15,0,1,0,0,0,0,0,0,0,0,0
"31715","No",269.58,0,0,40,"Clouds",6366,16,0,1,0,0,0,0,0,0,0,0,0
"31716","No",269.55,0,0,90,"Clouds",6097,17,0,1,0,0,0,0,0,0,0,0,0
"31717","No",269.42,0,0,75,"Clouds",4568,18,0,1,0,0,0,0,0,0,0,0,0
"31718","No",267.78,0,0,1,"Clear",3124,19,0,0,0,0,0,0,0,0,0,0,0
"31719","No",267.41,0,0,1,"Clear",2522,20,0,0,0,0,0,0,0,0,0,0,0
"31720","No",265.85,0,0,40,"Clouds",2254,21,0,1,0,0,0,0,0,0,0,0,0
"31721","No",264.29,0,0,1,"Clear",1601,22,0,0,0,0,0,0,0,0,0,0,0
"31722","No",263.23,0,0,1,"Clear",985,23,0,0,0,0,0,0,0,0,0,0,0
"31723","No",261.91,0,0,1,"Clear",587,0,0,0,0,0,0,0,0,0,0,0,0
"31724","No",259.71,0,0,1,"Clear",351,1,0,0,0,0,0,0,0,0,0,0,0
"31725","No",259.6,0,0,1,"Clear",244,2,0,0,0,0,0,0,0,0,0,0,0
"31726","No",258.21,0,0,1,"Clear",340,3,0,0,0,0,0,0,0,0,0,0,0
"31727","No",257.84,0,0,1,"Clear",801,4,0,0,0,0,0,0,0,0,0,0,0
"31728","No",257.34,0,0,1,"Clear",2647,5,0,0,0,0,0,0,0,0,0,0,0
"31729","No",257.68,0,0,1,"Clear",5639,6,0,0,0,0,0,0,0,0,0,0,0
"31730","No",257.15,0,0,1,"Clear",6494,7,0,0,0,0,0,0,0,0,0,0,0
"31731","No",258.55,0,0,1,"Clear",6007,8,0,0,0,0,0,0,0,0,0,0,0
"31732","No",262.02,0,0,1,"Clear",4947,9,0,0,0,0,0,0,0,0,0,0,0
"31733","No",264.88,0,0,1,"Clear",4286,10,0,0,0,0,0,0,0,0,0,0,0
"31734","No",267.15,0,0,1,"Clear",4442,11,0,0,0,0,0,0,0,0,0,0,0
"31735","No",268.22,0,0,1,"Clear",4724,12,0,0,0,0,0,0,0,0,0,0,0
"31736","No",269.35,0,0,1,"Clear",4968,13,0,0,0,0,0,0,0,0,0,0,0
"31737","No",270.22,0,0,1,"Clear",5093,14,0,0,0,0,0,0,0,0,0,0,0
"31738","No",270.62,0,0,1,"Clear",5754,15,0,0,0,0,0,0,0,0,0,0,0
"31739","No",271.22,0,0,1,"Clear",6256,16,0,0,0,0,0,0,0,0,0,0,0
"31740","No",271.09,0,0,1,"Clear",6182,17,0,0,0,0,0,0,0,0,0,0,0
"31741","No",271.36,0,0,20,"Clouds",4511,18,0,1,0,0,0,0,0,0,0,0,0
"31742","No",270.22,0,0,1,"Clear",3355,19,0,0,0,0,0,0,0,0,0,0,0
"31743","No",269.49,0,0,1,"Clear",3006,20,0,0,0,0,0,0,0,0,0,0,0
"31744","No",267.72,0,0,1,"Clear",2406,21,0,0,0,0,0,0,0,0,0,0,0
"31745","No",266.28,0,0,1,"Clear",1744,22,0,0,0,0,0,0,0,0,0,0,0
"31746","No",265.9,0,0,1,"Clear",1059,23,0,0,0,0,0,0,0,0,0,0,0
"31747","No",265.62,0,0,1,"Clear",752,0,0,0,0,0,0,0,0,0,0,0,0
"31748","No",264.75,0,0,1,"Clear",468,1,0,0,0,0,0,0,0,0,0,0,0
"31749","No",263.84,0,0,1,"Clear",585,2,0,0,0,0,0,0,0,0,0,0,0
"31750","No",263.35,0,0,1,"Clear",571,3,0,0,0,0,0,0,0,0,0,0,0
"31751","No",262.4,0,0,1,"Clear",1004,4,0,0,0,0,0,0,0,0,0,0,0
"31752","No",261.72,0,0,1,"Clear",2855,5,0,0,0,0,0,0,0,0,0,0,0
"31753","No",260.95,0,0,1,"Clear",5682,6,0,0,0,0,0,0,0,0,0,0,0
"31754","No",260.27,0,0,1,"Clear",6628,7,0,0,0,0,0,0,0,0,0,0,0
"31755","No",261.03,0,0,1,"Clear",5656,8,0,0,0,0,0,0,0,0,0,0,0
"31756","No",267.48,0,0,1,"Clear",4518,10,0,0,0,0,0,0,0,0,0,0,0
"31757","No",269.15,0,0,1,"Clear",4865,11,0,0,0,0,0,0,0,0,0,0,0
"31758","No",271.02,0,0,1,"Clear",4841,12,0,0,0,0,0,0,0,0,0,0,0
"31759","No",271.9,0,0,1,"Clear",5004,13,0,0,0,0,0,0,0,0,0,0,0
"31760","No",272.46,0,0,1,"Clear",5255,14,0,0,0,0,0,0,0,0,0,0,0
"31761","No",272.82,0,0,1,"Clear",5797,15,0,0,0,0,0,0,0,0,0,0,0
"31762","No",273.02,0,0,1,"Clear",6552,16,0,0,0,0,0,0,0,0,0,0,0
"31763","No",272.9,0,0,1,"Clear",6233,17,0,0,0,0,0,0,0,0,0,0,0
"31764","No",272.68,0,0,1,"Clear",4690,18,0,0,0,0,0,0,0,0,0,0,0
"31765","No",271.22,0,0,1,"Clear",3561,19,0,0,0,0,0,0,0,0,0,0,0
"31766","No",270.75,0,0,40,"Clouds",2964,20,0,1,0,0,0,0,0,0,0,0,0
"31767","No",269.87,0,0,40,"Clouds",2631,21,0,1,0,0,0,0,0,0,0,0,0
"31768","No",269.22,0,0,1,"Clear",1743,22,0,0,0,0,0,0,0,0,0,0,0
"31769","No",268.61,0,0,1,"Clear",1191,23,0,0,0,0,0,0,0,0,0,0,0
"31770","No",268.08,0,0,75,"Clouds",889,0,0,1,0,0,0,0,0,0,0,0,0
"31771","No",268.28,0,0,90,"Clouds",503,1,0,1,0,0,0,0,0,0,0,0,0
"31772","No",267.89,0,0,40,"Clouds",507,2,0,1,0,0,0,0,0,0,0,0,0
"31773","No",268.08,0,0,75,"Clouds",586,3,0,1,0,0,0,0,0,0,0,0,0
"31774","No",267.64,0,0,75,"Clouds",1057,4,0,1,0,0,0,0,0,0,0,0,0
"31775","No",267.77,0,0,90,"Clouds",2771,5,0,1,0,0,0,0,0,0,0,0,0
"31776","No",267.88,0,0,1,"Clear",5593,6,0,0,0,0,0,0,0,0,0,0,0
"31777","No",267.4,0,0,1,"Clear",6756,7,0,0,0,0,0,0,0,0,0,0,0
"31778","No",267.83,0,0,1,"Clear",6166,8,0,0,0,0,0,0,0,0,0,0,0
